id,texto,target
3801,"antes da festa, o cavalo pegou a carta. A rua parecia tranquila.",baixa
3802,"O retrato na parede parecia observar cada movimento da família. Ao ouvir os comentários da vizinhança, a senhora que guardava cartas releu o bilhete encontrado na gaveta então compreendeu a tristeza escondida na cena. O episódio sugere que a verdade da história depende de pequenas alterações de perspectiva.",media
3803,"O passarinho dobrou o lenço no quarto pequeno no começo da noite. Depois, sentiu saudade.",baixa
3804,"A casa, descrita como abrigo, converte-se lentamente em arquivo de ausências. Nesse arranjo, a exílio contraditória dissimula a ancestralidade insubmissa do conflito. A densidade lexical acompanha uma arquitetura sintática que adia a resolução do conflito.",alta
3805,O gato caminhou devagar na sala clara. Levava um brinquedo de madeira e pensou no caminho.,baixa
3806,"A mesa posta indicava uma celebração, mas os rostos sugeriam despedida. A professora da vila recordou uma promessa feita muitos anos antes; no entanto, a lembrança que surgiu depois modificou sua decisão. A cena mostrou que o afeto também podia carregar ressentimento.",media
3807,"A filha do ferreiro questionou a versão contada pelos vizinhos, enquanto a chuva batia nos telhados, e essa hesitação tornou a cena mais difícil de explicar. Com isso, o conflito deixou de ser apenas familiar e ganhou outra profundidade.",media
3808,"A família inteira reconheceu o peso de uma escolha antiga; sem saber se deveria confiar no próprio julgamento, a verdade parecia depender de detalhes esquecidos. A estação estava quase vazia, e o apito do trem soava distante.",media
3809,"Ao organizar a cena em torno da testemunho vertiginosa, o narrador fragmenta a fronteira entre lembrança e invenção. Na medida em que cada imagem retorna modificada pelo contexto, o sentido se torna provisório. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa. Nesse movimento, a obra converte ambiguidade formal em exigência cognitiva.",alta
3810,"Ao organizar a cena em torno da identidade paradoxal, o narrador desestabiliza a causalidade linear dos acontecimentos. Conquanto a superfície do texto conserve uma simplicidade enganosa, o sentido se torna provisório. Desse modo, a leitura exige inferências sucessivas sobre enunciação, temporalidade e valor simbólico.",alta
3811,"de manhã, o rapaz encontrou um pão quente no quarto pequeno e seguiu tranquilo.",baixa
3812,"O conflito não se apresenta diretamente; ele emerge quando a consciência arquetípica dissimula a ausência residual. O retrato familiar interrompe a narrativa e impõe uma ética da recordação. O resultado é uma experiência de leitura marcada por ambivalência, abstração e reconstrução constante de sentidos. Nesse movimento, a obra converte ambiguidade formal em exigência cognitiva.",alta
3813,A flor achou uma chave. Havia vento leve diante da casa.,baixa
3814,"A casa, descrita como abrigo, converte-se lentamente em arquivo de ausências. Nesse arranjo, a ruína dissonante dissimula a imaginação fragmentária do conflito. Desse modo, a leitura exige inferências sucessivas sobre enunciação, temporalidade e valor simbólico.",alta
3815,"A aparente linearidade do enredo se dissolve quando a herança ritualizada dobra a possibilidade de uma interpretação única. A chuva não atua apenas como cenário, mas como mecanismo de apagamento e retorno. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa.",alta
3816,"O viajante aceitou voltar ao lugar de onde partira, porque a memória ainda lhe parecia incompleta, e essa hesitação tornou a cena mais difícil de explicar. O episódio aproximou passado e presente de maneira inesperada. Essa passagem aproxima lembrança, escolha e consequência sem abandonar a clareza narrativa.",media
3817,A professora levou água ao vaso no quarto pequeno. O dia estava calmo.,baixa
3818,A moça caminhou devagar na varanda. Levava um pão quente e sorriu sem pressa.,baixa
3819,O conflito não se apresenta diretamente; ele emerge quando a consciência oblíqua desestabiliza a espera ritualizada. O retrato familiar interrompe a narrativa e impõe uma ética da recordação. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos.,alta
3820,"quando a lua apareceu, o barqueiro guardou o livro. A rua parecia tranquila.",baixa
3821,"Durante a viagem, o grupo de crianças descobriu que a carta escondia uma despedida, porque o passado insistia em voltar pelos detalhes. A lembrança, antes tranquila, tornou-se uma espécie de pergunta sem resposta. Essa passagem aproxima lembrança, escolha e consequência sem abandonar a clareza narrativa.",media
3822,"As janelas abertas deixavam entrar o vento e também algumas lembranças. Embora ninguém dissesse isso em voz alta, o viajante reconheceu o peso de uma escolha antiga e percebeu que a resposta talvez não viesse. O episódio aproximou passado e presente de maneira inesperada. O episódio sugere que a verdade da história depende de pequenas alterações de perspectiva.",media
3823,"A alteridade insubmissa do episódio condensa o vínculo entre espaço doméstico e conflito social, enquanto os objetos domésticos assumem uma função quase alegórica. A casa, descrita como abrigo, converte-se lentamente em arquivo de ausências. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos. Nesse movimento, a obra converte ambiguidade formal em exigência cognitiva.",alta
3824,"Ao organizar a cena em torno da melancolia metafórica, o narrador problematiza a coerência superficial do enredo. Conquanto a superfície do texto conserve uma simplicidade enganosa, o sentido se torna provisório. A interpretação se constrói por aproximações, pois cada evidência desloca a hipótese anterior. O efeito crítico nasce justamente da fricção entre enredo, imagem e pressuposto histórico.",alta
3825,"quando o sol saiu, a senhora da praça levou pão para casa. A rua parecia tranquila.",baixa
3826,"Na praça, os bancos vazios pareciam guardar conversas interrompidas. O menino mais velho observou a mudança no comportamento da família, como se cada gesto repetisse uma lembrança antiga, porém mudou de assunto diante dos outros. Com isso, o conflito deixou de ser apenas familiar e ganhou outra profundidade. Assim, o texto mantém fluidez, mas exige atenção às relações entre os acontecimentos.",media
3827,"A janela repete a promessa de abertura, embora devolva sempre a mesma clausura. Nesse arranjo, a fragmentação fantasmática amplifica a testemunho elíptica do conflito. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa. Essa estratégia impede uma decodificação imediata e obriga o leitor a rever o estatuto de cada imagem.",alta
3828,"A ausência arquetípica do episódio subverte a percepção temporal do leitor, como se a frase recusasse concluir aquilo que ela própria convoca. A chuva não atua apenas como cenário, mas como mecanismo de apagamento e retorno. O resultado é uma experiência de leitura marcada por ambivalência, abstração e reconstrução constante de sentidos. A instabilidade resultante amplia o custo interpretativo sem reduzir a coerência estética do conjunto.",alta
3829,"O pescador ouviu passos sob a árvore. Depois, fechou a porta e sorriu sem pressa.",baixa
3830,"O passarinho seguiu pela rua quando o sol saiu. Em seguida, riu baixinho.",baixa
3831,"Ao organizar a cena em torno da perda ambivalente, o narrador revela a fronteira entre lembrança e invenção. Na medida em que cada imagem retorna modificada pelo contexto, o sentido se torna provisório. A cena demanda atenção às marcas de focalização, aos vazios discursivos e às tensões históricas sugeridas.",alta
3832,"ao fim da tarde, a menina curiosa encontrou uma flor branca perto do rio e pensou no caminho.",baixa
3833,"O mercado fechava cedo, deixando a rua com um silêncio incomum. O rapaz que sonhava partir aceitou voltar ao lugar de onde partira; no entanto, a lembrança que surgiu depois modificou sua decisão. A partir daquele instante, sua decisão pareceu menos simples. A cena ganha força porque transforma um gesto comum em sinal de conflito.",media
3834,A menina curiosa acendeu a luz na varanda. O dia estava calmo.,baixa
3835,"A filha do ferreiro aceitou voltar ao lugar de onde partira; enquanto o relógio da sala marcava horas irregulares, a verdade parecia depender de detalhes esquecidos. A casa permanecia iluminada, mesmo depois que todos se recolhiam. Essa passagem aproxima lembrança, escolha e consequência sem abandonar a clareza narrativa.",media
3836,"A casa permanecia iluminada, mesmo depois que todos se recolhiam. O antigo dono da mercearia procurou organizar as lembranças da infância; no entanto, a lembrança que surgiu depois modificou sua decisão. O gesto pequeno revelou uma tensão que todos tentavam esconder. Essa passagem aproxima lembrança, escolha e consequência sem abandonar a clareza narrativa.",media
